user_id,group,day,completed
18236,treatment,6,0
18237,control,4,0
18238,control,7,0
18239,control,11,0
18240,control,12,0
18241,control,5,0
18242,control,9,0
18243,control,1,0
18244,control,7,0
18245,control,6,0
18246,treatment,14,0
18247,control,13,0
18248,control,1,0
18249,control,6,0
18250,control,11,0
18251,control,10,0
18252,control,6,0
18253,treatment,12,0
18254,control,10,0
18255,treatment,9,0
18256,control,10,0
18257,control,11,0
18258,control,7,0
18259,treatment,14,0
18260,control,1,0
18261,control,4,0
18262,control,5,0
18263,control,3,0
18264,treatment,9,0
18265,control,11,0
18266,treatment,8,1
18267,treatment,5,0
18268,control,4,1
18269,control,2,0
18270,treatment,11,0
18271,control,7,0
18272,control,7,0
18273,treatment,5,0
18274,treatment,7,1
18275,treatment,11,0
18276,treatment,5,0
18277,control,3,0
18278,control,13,0
18279,control,14,0
18280,treatment,7,0
18281,treatment,6,0
18282,control,8,0
18283,control,2,0
18284,control,3,0
18285,treatment,2,1
18286,control,13,0
18287,control,7,0
18288,treatment,3,1
18289,treatment,3,0
18290,control,8,0
18291,treatment,13,0
18292,control,6,0
18293,control,2,0
18294,control,6,0
18295,treatment,13,0
18296,treatment,7,0
18297,control,7,0
18298,treatment,7,1
18299,control,12,0
18300,treatment,6,0
18301,treatment,13,0
18302,control,6,0
18303,control,2,0
18304,treatment,4,0
18305,control,4,0
18306,treatment,4,0
18307,control,14,0
18308,treatment,4,1
18309,control,11,0
18310,control,1,0
18311,control,6,0
18312,treatment,14,0
18313,control,7,1
18314,control,5,0
18315,treatment,4,0
18316,treatment,8,1
18317,control,11,0
18318,treatment,2,0
18319,treatment,8,1
18320,control,4,0
18321,control,4,0
18322,treatment,2,0
18323,treatment,8,0
18324,control,9,0
18325,control,1,0
18326,control,8,0
18327,control,3,0
18328,control,7,0
18329,control,2,1
18330,treatment,9,0
18331,treatment,12,1
18332,control,12,0
18333,control,13,0
18334,control,13,0
18335,control,1,1
18336,treatment,5,0
18337,treatment,8,0
18338,control,3,0
18339,control,5,1
18340,control,7,0
18341,treatment,11,0
18342,control,12,0
18343,treatment,9,0
18344,treatment,11,0
18345,control,9,0
18346,treatment,14,0
18347,treatment,5,0
18348,treatment,8,0
18349,treatment,11,0
18350,control,7,0
18351,control,2,0
18352,treatment,14,0
18353,treatment,13,0
18354,treatment,9,0
18355,control,5,0
18356,treatment,4,0
18357,control,10,0
18358,control,9,0
18359,control,10,0
18360,control,2,0
18361,control,7,0
18362,treatment,2,1
18363,control,14,0
18364,control,14,0
18365,control,8,0
18366,control,1,0
18367,treatment,14,0
18368,control,12,0
18369,control,10,0
18370,treatment,2,0
18371,treatment,3,0
18372,treatment,13,0
18373,treatment,1,1
18374,treatment,6,0
18375,control,1,0
18376,treatment,13,0
18377,treatment,12,0
18378,control,11,0
18379,treatment,3,0
18380,treatment,1,0
18381,control,3,0
18382,control,8,0
18383,treatment,5,0
18384,control,10,0
18385,control,9,0
18386,treatment,7,0
18387,control,7,0
18388,control,7,0
18389,treatment,6,0
18390,treatment,8,0
18391,control,9,0
18392,treatment,6,0
18393,control,9,0
18394,control,7,0
18395,control,11,0
18396,treatment,1,0
18397,control,1,0
18398,control,12,0
18399,treatment,9,1
18400,control,13,0
18401,treatment,11,0
18402,control,9,0
18403,treatment,5,0
18404,control,3,0
18405,control,7,1
18406,control,11,0
18407,treatment,1,1
18408,treatment,6,0
18409,control,3,0
18410,treatment,5,0
18411,control,4,0
18412,treatment,2,0
18413,treatment,8,0
18414,treatment,9,0
18415,treatment,8,0
18416,treatment,6,0
18417,control,11,0
18418,treatment,12,0
18419,treatment,13,0
18420,treatment,11,1
18421,control,5,0
18422,control,2,0
18423,control,11,0
18424,treatment,6,0
18425,control,10,0
18426,control,5,0
18427,control,2,0
18428,control,12,0
18429,control,4,0
18430,control,6,0
18431,treatment,13,0
18432,treatment,3,1
18433,control,13,0
18434,treatment,10,1
18435,treatment,1,0
18436,control,1,1
18437,control,12,0
18438,treatment,4,0
18439,control,8,0
18440,treatment,9,0
18441,control,8,0
18442,control,14,0
18443,treatment,6,1
18444,control,14,0
18445,treatment,2,0
18446,control,13,0
18447,control,7,0
18448,control,11,0
18449,control,1,0
18450,control,2,0
18451,control,5,1
18452,control,1,0
18453,treatment,11,0
18454,control,13,0
18455,treatment,2,1
18456,control,11,1
18457,control,9,0
18458,treatment,12,0
18459,control,4,0
18460,control,2,0
18461,control,12,0
18462,treatment,6,0
18463,treatment,6,0
18464,control,13,0
18465,control,12,0
18466,treatment,12,0
18467,control,5,1
18468,control,8,0
18469,control,2,0
18470,control,1,0
18471,control,8,0
18472,treatment,2,0
18473,control,7,0
18474,control,12,0
18475,treatment,10,0
18476,control,1,0
18477,control,8,0
18478,control,5,0
18479,treatment,13,0
18480,control,13,1
18481,control,10,0
18482,treatment,14,0
18483,treatment,4,1
18484,treatment,5,0
18485,control,6,0
18486,control,6,0
18487,control,12,0
18488,control,3,0
18489,treatment,13,1
18490,control,9,0
18491,treatment,12,0
18492,control,3,0
18493,control,6,0
18494,treatment,13,0
18495,control,12,0
18496,treatment,12,0
18497,treatment,7,0
18498,control,11,0
18499,control,9,0
18500,control,10,0
18501,treatment,14,0
18502,control,1,0
18503,treatment,10,0
18504,control,7,0
18505,treatment,1,0
18506,treatment,1,0
18507,control,5,1
18508,control,4,0
18509,control,9,0
18510,control,4,0
18511,control,4,1
18512,control,4,0
18513,treatment,4,0
18514,treatment,9,0
18515,treatment,2,0
18516,control,12,0
18517,treatment,8,0
18518,control,4,0
18519,control,14,0
18520,control,5,0
18521,control,9,1
18522,control,14,0
18523,control,1,0
18524,treatment,1,0
18525,control,2,0
18526,treatment,12,0
18527,control,6,0
18528,control,11,0
18529,control,2,0
18530,treatment,8,0
18531,control,8,0
18532,control,4,0
18533,control,13,0
18534,control,3,0
18535,treatment,5,0
18536,control,6,0
18537,control,9,0
18538,treatment,14,0
18539,control,10,0
18540,treatment,7,0
18541,treatment,11,0
18542,treatment,3,0
18543,control,9,0
18544,treatment,12,0
18545,control,6,0
18546,treatment,11,0
18547,control,2,0
18548,control,2,0
18549,treatment,5,0
18550,control,2,0
18551,treatment,1,1
18552,treatment,8,0
18553,control,6,0
18554,control,2,0
18555,control,10,0
18556,treatment,9,0
18557,control,12,0
18558,control,11,1
18559,treatment,9,0
18560,treatment,12,0
18561,treatment,8,0
18562,treatment,7,0
18563,control,1,0
18564,control,9,0
18565,control,13,0
18566,treatment,11,0
18567,treatment,3,0
18568,treatment,13,0
18569,treatment,3,0
18570,control,11,0
18571,control,2,0
18572,control,6,0
18573,control,9,1
18574,treatment,8,1
18575,control,3,0
18576,treatment,4,0
18577,treatment,13,0
18578,control,8,0
18579,control,3,0
18580,control,4,0
18581,control,14,0
18582,treatment,9,0
18583,control,9,0
18584,treatment,14,0
18585,treatment,9,0
18586,control,14,0
18587,treatment,11,0
18588,treatment,10,0
18589,treatment,7,0
18590,control,11,0
18591,control,2,0
18592,control,5,0
18593,control,14,0
18594,treatment,10,0
18595,treatment,7,0
18596,treatment,4,0
18597,control,14,0
18598,control,9,0
18599,treatment,11,0
18600,control,8,0
18601,control,8,0
18602,control,10,0
18603,control,9,0
18604,treatment,9,0
18605,control,2,0
18606,treatment,5,0
18607,treatment,1,0
18608,control,5,1
18609,treatment,8,0
18610,control,7,0
18611,treatment,8,0
18612,control,8,0
18613,treatment,5,0
18614,control,6,0
18615,treatment,11,0
18616,treatment,2,0
18617,control,12,0
18618,treatment,4,0
18619,control,3,0
18620,control,10,0
18621,treatment,5,0
18622,treatment,5,0
18623,control,13,0
18624,control,12,0
18625,treatment,12,0
18626,treatment,12,0
18627,control,9,0
18628,control,11,0
18629,treatment,12,0
18630,treatment,7,0
18631,treatment,1,0
18632,control,12,0
18633,treatment,7,0
18634,treatment,1,0
18635,control,14,1
18636,control,12,0
18637,treatment,9,0
18638,control,7,0
18639,treatment,8,0
18640,treatment,9,1
18641,treatment,2,0
18642,treatment,4,0
18643,control,14,0
18644,control,11,0
18645,treatment,12,0
18646,control,14,0
18647,control,7,0
18648,control,11,0
18649,control,9,0
18650,treatment,13,0
18651,control,7,0
18652,control,2,0
18653,treatment,10,0
18654,treatment,2,0
18655,treatment,11,0
18656,treatment,9,0
18657,treatment,6,0
18658,treatment,6,0
18659,control,14,0
18660,treatment,3,0
18661,control,6,0
18662,treatment,13,0
18663,control,10,0
18664,control,3,0
18665,control,13,0
18666,control,4,0
18667,treatment,5,0
18668,treatment,13,0
18669,treatment,1,0
18670,treatment,3,0
18671,control,3,0
18672,treatment,2,1
18673,control,5,0
18674,treatment,13,0
18675,control,13,0
18676,control,12,0
18677,treatment,13,0
18678,treatment,13,0
18679,treatment,7,0
18680,treatment,12,0
18681,control,2,0
18682,treatment,1,0
18683,treatment,2,0
18684,control,11,1
18685,control,5,0
18686,control,12,0
18687,treatment,14,0
18688,control,11,0
18689,control,6,0
18690,control,14,0
18691,control,10,0
18692,treatment,8,0
18693,treatment,14,0
18694,control,11,0
18695,control,9,0
18696,control,5,0
18697,treatment,4,0
18698,control,2,0
18699,control,13,0
18700,treatment,11,0
18701,control,14,0
18702,treatment,14,0
18703,control,9,0
18704,treatment,3,0
18705,control,1,0
18706,control,9,0
18707,control,2,0
18708,treatment,8,0
18709,treatment,4,0
18710,control,8,0
18711,treatment,9,1
18712,treatment,3,0
18713,treatment,5,0
18714,treatment,8,0
18715,control,8,0
18716,treatment,4,0
18717,control,2,0
18718,control,6,0
18719,control,6,0
18720,treatment,7,0
18721,treatment,5,0
18722,treatment,1,0
18723,treatment,1,0
18724,treatment,1,0
18725,control,4,0
18726,control,7,0
18727,control,14,0
18728,control,8,1
18729,control,1,0
18730,control,5,0
18731,treatment,5,1
18732,treatment,7,0
18733,treatment,1,1
18734,treatment,8,0
18735,control,4,0
18736,treatment,14,0
18737,control,11,0
18738,control,8,0
18739,treatment,8,0
18740,control,13,0
18741,control,2,0
18742,control,4,0
18743,treatment,3,0
18744,treatment,2,0
18745,control,13,0
18746,treatment,12,0
18747,control,4,1
18748,control,14,0
18749,control,13,0
18750,treatment,4,0
18751,control,13,0
18752,control,12,0
18753,control,5,0
18754,control,4,0
18755,treatment,7,0
18756,control,1,0
18757,control,1,0
18758,control,14,0
18759,control,11,1
18760,treatment,3,1
18761,control,6,0
18762,control,6,0
18763,control,5,0
18764,control,6,0
18765,treatment,6,0
18766,treatment,14,0
18767,treatment,9,0
18768,control,11,0
18769,treatment,13,0
18770,treatment,12,0
18771,control,1,0
18772,treatment,8,0
18773,treatment,6,0
18774,control,13,0
18775,control,6,0
18776,treatment,13,0
18777,control,10,1
18778,treatment,6,1
18779,treatment,7,0
18780,treatment,11,0
18781,control,7,0
18782,control,13,0
18783,control,5,0
18784,treatment,7,0
18785,treatment,11,0
18786,treatment,2,0
18787,control,3,0
18788,treatment,10,0
18789,treatment,2,0
18790,control,9,0
18791,control,1,0
18792,treatment,5,0
18793,treatment,13,1
18794,treatment,5,0
18795,control,1,0
18796,control,1,0
18797,treatment,6,0
18798,treatment,11,0
18799,treatment,13,0
18800,treatment,3,0
18801,control,11,0
18802,treatment,8,0
18803,control,1,0
18804,control,14,0
18805,control,3,0
18806,treatment,9,0
18807,treatment,14,0
18808,control,8,0
18809,control,1,0
18810,treatment,1,0
18811,treatment,7,0
18812,treatment,4,0
18813,control,1,0
18814,control,13,0
18815,control,10,1
18816,control,3,0
18817,control,13,0
18818,control,9,0
18819,control,13,0
18820,control,13,0
18821,treatment,13,0
18822,control,7,0
18823,control,7,0
18824,treatment,4,1
18825,treatment,14,1
18826,treatment,2,0
18827,treatment,4,0
18828,treatment,9,0
18829,treatment,8,0
18830,treatment,6,0
18831,treatment,5,0
18832,control,2,0
18833,control,13,0
18834,treatment,9,0
18835,control,11,0
18836,treatment,11,0
18837,control,2,0
18838,control,13,0
18839,treatment,13,0
18840,control,8,0
18841,treatment,5,1
18842,treatment,3,0
18843,treatment,6,0
18844,control,12,0
18845,treatment,3,0
18846,treatment,5,0
18847,treatment,3,0
18848,treatment,12,0
18849,treatment,7,0
18850,treatment,11,0
18851,treatment,4,0
18852,control,8,0
18853,control,8,0
18854,control,11,0
18855,control,1,0
18856,treatment,3,0
18857,control,1,0
18858,treatment,6,0
18859,control,8,0
18860,control,12,0
18861,control,7,0
18862,control,1,0
18863,control,12,0
18864,control,2,0
18865,treatment,10,1
18866,control,4,0
18867,control,8,0
18868,treatment,3,0
18869,control,1,0
18870,control,7,0
18871,control,5,0
18872,control,3,0
18873,treatment,1,0
18874,control,12,0
18875,treatment,12,0
18876,treatment,8,0
18877,control,12,0
18878,treatment,11,0
18879,control,3,1
18880,control,9,1
18881,control,6,1
18882,control,8,0
18883,treatment,2,0
18884,control,7,0
18885,treatment,12,0
18886,treatment,7,0
18887,control,7,0
18888,treatment,14,0
18889,treatment,7,0
18890,control,3,0
18891,control,13,0
18892,control,10,0
18893,control,1,0
18894,control,6,0
18895,control,14,0
18896,treatment,8,0
18897,treatment,4,1
18898,control,10,1
18899,control,5,0
18900,control,14,0
18901,control,3,0
18902,control,2,0
18903,treatment,6,0
18904,control,6,0
18905,control,3,0
18906,control,3,0
18907,treatment,6,0
18908,treatment,14,0
18909,control,3,0
18910,control,6,0
18911,control,3,0
18912,control,5,0
18913,treatment,11,0
18914,treatment,4,0
18915,treatment,5,0
18916,control,7,0
18917,control,13,0
18918,treatment,1,0
18919,control,11,0
18920,treatment,10,0
18921,control,5,0
18922,control,1,0
18923,treatment,10,0
18924,control,14,0
18925,control,10,0
18926,control,13,0
18927,treatment,6,0
18928,control,10,0
18929,control,14,0
18930,treatment,7,0
18931,control,14,0
18932,treatment,11,0
18933,control,11,0
18934,treatment,10,0
18935,control,11,0
18936,treatment,11,0
18937,treatment,6,0
18938,treatment,8,0
18939,control,7,0
18940,control,14,0
18941,treatment,13,1
18942,control,9,0
18943,control,2,0
18944,treatment,3,0
18945,control,12,0
18946,treatment,9,0
18947,control,4,0
18948,treatment,2,0
18949,control,14,0
18950,control,5,0
18951,treatment,13,0
18952,control,9,0
18953,treatment,10,0
18954,treatment,11,0
18955,control,2,0
18956,treatment,5,0
18957,control,4,0
18958,treatment,11,0
18959,control,4,0
18960,treatment,12,0
18961,treatment,4,0
18962,control,11,0
18963,treatment,6,0
18964,control,13,0
18965,control,13,0
18966,control,9,1
18967,control,12,0
18968,control,8,0
18969,control,12,0
18970,control,7,0
18971,control,8,0
18972,control,1,0
18973,treatment,3,0
18974,treatment,9,0
18975,control,2,0
18976,treatment,6,0
18977,treatment,8,0
18978,treatment,3,0
18979,control,2,0
18980,control,2,1
18981,treatment,14,0
18982,treatment,6,0
18983,control,12,0
18984,control,8,0
18985,treatment,11,0
18986,treatment,14,0
18987,treatment,6,0
18988,control,9,0
18989,control,6,0
18990,control,13,0
18991,control,12,0
18992,control,6,0
18993,treatment,14,0
18994,control,13,0
18995,treatment,8,0
18996,control,4,0
18997,control,8,0
18998,control,8,0
18999,control,2,0
19000,treatment,5,0
19001,control,3,1
19002,control,11,0
19003,control,11,0
19004,control,3,0
19005,treatment,6,0
19006,control,12,0
19007,treatment,3,0
19008,treatment,8,0
19009,control,5,0
19010,control,2,0
19011,treatment,5,0
19012,treatment,7,0
19013,control,9,0
19014,control,14,0
19015,control,1,0
19016,control,11,1
19017,control,6,0
19018,control,3,0
19019,control,3,0
19020,control,9,0
19021,control,13,0
19022,treatment,11,1
19023,control,12,0
19024,treatment,9,0
19025,control,5,0
19026,treatment,8,0
19027,control,7,0
19028,treatment,1,0
19029,control,4,0
19030,control,4,0
19031,treatment,5,0
19032,control,10,0
19033,treatment,3,0
19034,control,6,0
19035,control,6,1
19036,control,12,0
19037,treatment,2,0
19038,control,11,0
19039,treatment,10,0
19040,control,7,0
19041,treatment,4,0
19042,control,13,0
19043,control,4,1
19044,control,14,0
19045,control,12,0
19046,control,11,0
19047,control,1,1
19048,control,6,0
19049,control,5,0
19050,control,3,0
19051,control,4,0
19052,control,5,0
19053,treatment,7,0
19054,treatment,6,0
19055,control,7,0
19056,treatment,9,0
19057,treatment,6,0
19058,control,13,0
19059,control,4,0
19060,treatment,13,0
19061,treatment,4,1
19062,treatment,13,0
19063,treatment,5,0
19064,control,14,0
19065,control,14,0
19066,control,13,0
19067,control,1,0
19068,control,12,0
19069,control,14,0
19070,control,14,1
19071,control,7,0
19072,control,4,0
19073,control,1,0
19074,control,12,0
19075,control,9,0
19076,treatment,8,0
19077,treatment,13,0
19078,control,9,0
19079,control,8,0
19080,treatment,10,0
19081,control,4,0
19082,treatment,7,0
19083,control,14,0
19084,treatment,1,0
19085,treatment,5,1
19086,treatment,10,0
19087,control,10,0
19088,treatment,9,1
19089,treatment,8,0
19090,treatment,13,0
19091,control,9,0
19092,treatment,13,0
19093,control,2,0
19094,control,6,0
19095,control,2,0
19096,control,6,1
19097,treatment,4,0
19098,treatment,5,0
19099,control,5,0
19100,treatment,12,0
19101,treatment,7,1
19102,control,5,0
19103,control,10,0
19104,control,14,0
19105,control,1,0
19106,control,6,0
19107,control,12,0
19108,control,9,0
19109,treatment,11,0
19110,treatment,7,0
19111,control,5,0
19112,control,7,0
19113,control,4,0
19114,control,11,0
19115,control,7,0
19116,control,7,0
19117,control,13,0
19118,control,7,0
19119,control,9,0
19120,treatment,14,0
19121,control,1,0
19122,control,4,0
19123,control,1,0
19124,treatment,9,0
19125,treatment,13,0
19126,control,7,0
19127,treatment,6,0
19128,control,1,0
19129,treatment,14,0
19130,control,1,0
19131,control,12,0
19132,treatment,6,0
19133,control,3,0
19134,treatment,1,0
19135,control,3,0
19136,treatment,4,1
19137,control,14,0
19138,control,3,0
19139,treatment,6,0
19140,treatment,6,0
19141,treatment,12,0
19142,treatment,5,0
19143,treatment,5,0
19144,control,5,0
19145,control,1,0
19146,control,5,0
19147,control,7,0
19148,treatment,3,0
19149,control,3,0
19150,treatment,9,0
19151,control,9,0
19152,treatment,10,0
19153,control,11,0
19154,control,10,0
19155,treatment,9,0
19156,control,7,0
19157,control,3,0
19158,control,13,0
19159,control,6,0
19160,control,7,0
19161,treatment,7,0
19162,control,13,0
19163,control,14,0
19164,control,1,0
19165,treatment,7,0
19166,treatment,12,1
19167,control,9,0
19168,control,11,0
19169,control,9,0
19170,treatment,1,0
19171,treatment,13,0
19172,treatment,3,0
19173,control,6,0
19174,control,1,0
19175,control,5,0
19176,control,7,0
19177,control,7,0
19178,control,3,0
19179,treatment,5,0
19180,control,5,0
19181,treatment,8,0
19182,control,1,0
19183,treatment,4,0
19184,treatment,9,0
19185,treatment,11,0
19186,treatment,13,0
19187,treatment,7,0
19188,control,4,0
19189,control,3,0
19190,treatment,8,0
19191,treatment,2,0
19192,treatment,13,0
19193,control,11,1
19194,control,2,0
19195,treatment,4,0
19196,treatment,13,0
19197,control,8,0
19198,control,11,0
19199,control,12,0
19200,control,14,0
19201,control,12,0
19202,control,8,0
19203,treatment,10,0
19204,control,3,0
19205,control,12,0
19206,treatment,7,0
19207,treatment,2,0
19208,treatment,11,0
19209,control,14,0
19210,treatment,10,1
19211,control,3,0
19212,treatment,3,0
19213,treatment,6,0
19214,control,13,0
19215,control,8,0
19216,control,11,1
19217,treatment,6,0
19218,control,11,0
19219,treatment,6,0
19220,control,14,0
19221,control,10,0
19222,treatment,12,0
19223,treatment,4,0
19224,treatment,4,0
19225,control,4,0
19226,control,9,0
19227,control,5,0
19228,control,9,0
19229,control,8,0
19230,treatment,5,0
19231,control,6,0
19232,control,10,0
19233,control,4,0
19234,control,2,0
19235,treatment,6,0
19236,control,10,0
19237,control,14,1
19238,control,1,1
19239,treatment,1,0
19240,treatment,5,0
19241,treatment,2,0
19242,control,2,0
19243,control,14,0
19244,treatment,13,0
19245,treatment,6,1
19246,treatment,9,0
19247,treatment,4,0
19248,control,6,0
19249,treatment,1,0
19250,treatment,6,0
19251,treatment,14,0
19252,control,10,1
19253,control,1,0
19254,control,2,0
19255,control,9,0
19256,control,4,0
19257,treatment,8,0
19258,control,4,0
19259,control,1,0
19260,control,4,0
19261,control,8,0
19262,treatment,4,0
19263,control,4,0
19264,control,5,0
19265,treatment,4,0
19266,treatment,6,0
19267,control,9,0
19268,treatment,3,1
19269,treatment,1,0
19270,treatment,8,0
19271,control,4,0
19272,treatment,9,0
19273,control,5,0
19274,control,1,0
19275,control,6,0
19276,control,12,1
19277,treatment,8,0
19278,control,8,0
19279,control,10,0
19280,control,12,1
19281,control,9,0
19282,treatment,8,0
19283,control,11,0
19284,treatment,8,0
19285,treatment,1,1
19286,treatment,11,0
19287,treatment,14,0
19288,control,2,0
19289,treatment,5,0
19290,treatment,8,0
19291,treatment,14,0
19292,treatment,1,0
19293,treatment,11,0
19294,treatment,10,0
19295,treatment,7,0
19296,control,12,0
19297,control,7,0
19298,control,13,1
19299,control,10,0
19300,treatment,14,0
19301,treatment,1,0
19302,treatment,7,0
19303,treatment,6,0
19304,control,4,0
19305,treatment,9,0
19306,control,14,0
19307,control,13,0
19308,control,4,1
19309,treatment,2,0
19310,control,4,0
19311,treatment,4,0
19312,control,9,0
19313,control,7,0
19314,control,11,0
19315,control,5,0
19316,treatment,7,0
19317,control,12,0
19318,treatment,12,1
19319,treatment,4,0
19320,treatment,6,0
19321,control,14,1
19322,treatment,1,0
19323,control,4,0
19324,control,6,0
19325,control,4,0
19326,treatment,6,0
19327,control,10,0
19328,control,5,0
19329,control,4,0
19330,control,4,0
19331,control,4,0
19332,treatment,9,0
19333,control,11,0
19334,treatment,9,0
19335,treatment,11,0
19336,treatment,12,0
19337,control,10,0
19338,treatment,1,0
19339,control,11,0
19340,control,8,0
19341,treatment,4,0
19342,treatment,11,0
19343,treatment,4,0
19344,treatment,1,1
19345,control,9,0
19346,treatment,11,0
19347,control,12,0
19348,control,1,0
19349,treatment,13,0
19350,treatment,9,0
19351,control,12,0
19352,control,5,0
19353,control,1,0
19354,control,12,0
19355,treatment,3,0
19356,treatment,3,0
19357,treatment,1,0
19358,treatment,12,0
19359,control,12,0
19360,control,12,0
19361,control,12,0
19362,treatment,11,0
19363,treatment,13,0
19364,treatment,3,0
19365,control,6,0
19366,control,11,0
19367,treatment,9,0
19368,control,11,0
19369,treatment,3,0
19370,control,8,0
19371,control,2,0
19372,treatment,9,0
19373,control,5,1
19374,treatment,9,0
19375,treatment,7,0
19376,control,9,0
19377,treatment,2,0
19378,control,2,0
19379,control,3,0
19380,treatment,8,0
19381,control,12,0
19382,control,12,0
19383,treatment,7,0
19384,control,7,0
19385,treatment,11,0
19386,treatment,8,0
19387,control,5,0
19388,control,13,0
19389,control,10,0
19390,control,3,0
19391,treatment,1,0
19392,treatment,9,0
19393,control,8,1
19394,treatment,1,0
19395,treatment,5,1
19396,control,10,0
19397,treatment,12,0
19398,treatment,9,0
19399,control,8,1
19400,control,11,0
19401,treatment,5,0
19402,control,2,0
19403,control,3,0
19404,treatment,14,0
19405,treatment,6,0
19406,control,9,0
19407,control,11,0
19408,control,13,0
19409,control,7,0
19410,control,7,0
19411,control,14,0
19412,control,2,0
19413,control,2,0
19414,control,7,0
19415,control,11,0
19416,control,3,0
19417,control,9,0
19418,treatment,3,0
19419,control,4,0
19420,treatment,2,0
19421,treatment,10,0
19422,control,12,0
19423,treatment,2,0
19424,control,8,0
19425,control,14,0
19426,control,1,0
19427,control,4,0
19428,control,14,0
19429,control,7,0
19430,treatment,6,0
19431,treatment,13,0
19432,control,11,0
19433,control,12,0
19434,control,14,0
19435,control,9,0
19436,treatment,8,0
19437,control,12,0
19438,control,2,0
19439,treatment,10,0
19440,treatment,10,0
19441,control,10,0
19442,control,6,0
19443,control,1,0
19444,control,14,0
19445,control,3,1
19446,control,8,0
19447,treatment,10,0
19448,control,14,0
19449,control,1,0
19450,control,1,0
19451,control,1,0
19452,treatment,5,0
19453,control,13,0
19454,control,7,0
19455,control,14,0
19456,control,4,0
19457,control,9,0
19458,control,6,0
19459,control,5,0
19460,control,5,0
19461,control,6,0
19462,treatment,12,0
19463,treatment,2,0
19464,treatment,3,0
19465,treatment,3,0
19466,control,14,0
19467,treatment,9,0
19468,control,4,0
19469,control,14,0
19470,control,6,0
19471,control,13,0
19472,treatment,1,0
19473,control,7,0
19474,control,6,0
19475,control,7,0
19476,control,10,0
19477,control,3,0
19478,control,1,0
19479,control,5,0
19480,treatment,6,0
19481,control,10,0
19482,control,4,0
19483,treatment,8,0
19484,treatment,11,0
19485,control,3,0
19486,control,11,1
19487,treatment,8,0
19488,control,5,1
19489,control,9,0
19490,control,13,0
19491,treatment,11,0
19492,treatment,9,0
19493,treatment,5,0
19494,control,11,0
19495,control,11,0
19496,control,4,1
19497,treatment,13,0
19498,treatment,4,0
19499,control,1,0
19500,treatment,7,0
19501,control,4,0
19502,control,6,0
19503,treatment,7,0
19504,control,6,0
19505,control,11,0
19506,control,2,0
19507,treatment,9,0
19508,treatment,14,0
19509,treatment,5,1
19510,treatment,12,0
19511,control,13,0
19512,control,2,0
19513,treatment,1,0
19514,control,11,0
19515,treatment,4,0
19516,treatment,4,1
19517,treatment,9,0
19518,control,2,1
19519,control,1,0
19520,treatment,8,0
19521,treatment,12,0
19522,treatment,11,0
19523,control,4,0
19524,control,2,0
19525,treatment,8,0
19526,treatment,13,0
19527,treatment,13,0
19528,control,8,0
19529,treatment,1,0
19530,control,4,0
19531,treatment,10,0
19532,control,10,1
19533,control,13,0
19534,treatment,5,0
19535,control,1,0
19536,control,6,0
19537,control,1,0
19538,treatment,2,1
19539,control,9,0
19540,control,8,0
19541,treatment,11,0
19542,control,4,0
19543,control,11,0
19544,control,9,0
19545,treatment,3,0
19546,control,1,0
19547,treatment,5,0
19548,control,12,0
19549,treatment,8,0
19550,treatment,6,0
19551,control,14,0
19552,control,4,0
19553,treatment,10,1
19554,control,1,0
19555,treatment,14,0
19556,control,1,0
19557,treatment,6,0
19558,control,5,0
19559,treatment,5,0
19560,control,9,0
19561,control,7,0
19562,control,5,0
19563,control,4,0
19564,control,4,0
19565,control,1,0
19566,treatment,14,0
19567,control,2,0
19568,treatment,8,0
19569,control,7,0
19570,control,4,0
19571,control,12,1
19572,treatment,1,0
19573,treatment,4,0
19574,control,12,0
19575,treatment,9,0
19576,control,4,0
19577,control,1,0
19578,control,10,0
19579,control,14,0
19580,control,13,1
19581,treatment,8,0
19582,control,9,0
19583,treatment,12,1
19584,control,3,0
19585,control,13,0
19586,treatment,2,1
19587,treatment,5,0
19588,treatment,1,0
19589,control,4,0
19590,treatment,6,0
19591,treatment,14,0
19592,control,7,0
19593,control,12,0
19594,control,2,0
19595,control,13,0
19596,control,10,0
19597,treatment,14,0
19598,control,9,0
19599,treatment,13,0
19600,treatment,12,0
19601,control,2,0
19602,control,5,0
19603,control,7,0
19604,treatment,14,0
19605,treatment,11,1
19606,control,9,0
19607,treatment,7,0
19608,control,6,0
19609,treatment,6,0
19610,control,5,0
19611,control,9,0
19612,control,12,0
19613,control,11,0
19614,control,10,0
19615,treatment,4,0
19616,control,14,0
19617,treatment,2,0
19618,control,1,0
19619,treatment,14,0
19620,treatment,4,0
19621,treatment,14,0
19622,control,1,0
19623,control,9,0
19624,treatment,13,1
19625,control,13,0
19626,control,8,0
19627,control,4,0
19628,treatment,2,0
19629,treatment,14,0
19630,treatment,10,0
19631,control,10,0
19632,control,11,0
19633,treatment,6,0
19634,control,6,0
19635,control,3,0
19636,control,3,1
19637,control,7,0
19638,control,11,0
19639,control,7,1
19640,control,10,0
19641,control,9,0
19642,treatment,14,0
19643,control,6,0
19644,control,13,1
19645,treatment,14,0
19646,treatment,10,0
19647,control,5,0
19648,treatment,10,1
19649,control,9,0
19650,control,2,0
19651,control,13,0
19652,control,2,0
19653,treatment,11,0
19654,control,4,0
19655,control,4,0
19656,treatment,10,1
19657,control,10,0
